1001593.3	Array_2_102481-102209_R	AFLY01000044	NA	AFLY01000044_2	102481	102209	I-E	Array_2_102209-102481_F_I-E	0	-1,0,Single	
1001593.3	Array_3_104378-102764_R	AFLY01000044	NA	AFLY01000044_3	104378	102764	I-E	Array_3_102764-104195_F_I-E	0	-1,0,Single	
1001593.3	Array_1_121674-121996_F	AFLY01000046	NA	AFLY01000046_1	121674	121996	NA	Array_1_121674-121996_F_NA	1	0,0,Complete	TypeI-C
1001594.3	Array_1_5190-4104_R	AFMA01000867	NA	AFMA01000867_1	5190	4104	NA	Array_1_5190-4871_R_NA	2	1,1,Partial	TypeI-A,TypeI-B,TypeI-C,TypeI-D,TypeI-E,TypeI-F,TypeI-U
1002526.3	Array_1_180519-181102_F	FOYD01000005	I-E	FOYD01000005_1	180519	181102	I-E	Array_1_180519-181102_F_I-E	3	1,1,Partial	TypeI-E
1002526.3	Array_2_183026-183482_F	FOYD01000005	I-E	FOYD01000005_2	183026	183482	I-E	Array_2_183026-183421_F_I-E	3	1,1,Partial	TypeI-E
1004151.3	Array_1_439513-438583_R	AYSJ01000013	I-F	AYSJ01000013_1	439513	438583	I-F	Array_1_439513-438583_R_I-F			
1004151.3	Array_1_197841-198470_F	AYSJ01000014	I-F	AYSJ01000014_1	197841	198470	I-F	Array_1_197841-198410_F_I-F	3	0,0,Partial&1,1,Partial	TypeI-F&TypeI-F
1004151.3	Array_2_211643-212330_F	AYSJ01000014	I-F	AYSJ01000014_2	211643	212330	I-F	Array_2_211643-212270_F_I-F	3	0,0,Partial&1,1,Partial	TypeI-F&TypeI-F
100480.3	Array_1_2439-725_R	BACV01000233	NA	BACV01000233_1	2439	725	NA	Array_1_2136-725_R_NA			
100480.3	Array_1_40-1526_F	BACV01000793	NA	BACV01000793_1	40	1526	NA	Array_1_40-1526_F_NA	2	-1,0,Single	
1005042.3	Array_1_1451610-1451376_R	CP002641	NA	CP002641_1	1451610	1451376	II-C	Array_1_1451610-1451442_R_II-C	0	1,0,Complete	TypeII-A
1005394.3	Array_1_227294-228420_F	MZBS01000004	I-E	MZBS01000004_1	227294	228420	I-E	Array_1_227294-228360_F_I-E	3	1,0,Complete	TypeI-E
1005394.3	Array_2_244677-247394_F	MZBS01000004	I-E	MZBS01000004_2	244677	247394	I-E	Array_2_244677-246171_F_I-E	3	1,0,Complete	TypeI-E
1005394.4	Array_1_10511-9385_R	MZCC01000012	I-E	MZCC01000012_1	10511	9385	I-E	Array_1_10511-9445_R_I-E			
1005394.4	Array_1_13829-11236_R	MZCC01000073	I-E	MZCC01000073_1	13829	11236	I-E	Array_1_12731-11298_R_I-E	3	1,0,Complete	TypeI-E
1005394.5	Array_1_9709-8395_R	MZCG01000119	I-E	MZCG01000119_1	9709	8395	I-E	Array_1_9709-8457_R_I-E			
1005394.5	Array_1_7409-8535_F	MZCG01000122	I-E	MZCG01000122_1	7409	8535	I-E	Array_1_7409-8475_F_I-E			
1005394.5	Array_1_15690-17183_F	MZCG01000086	I-E	MZCG01000086_1	15690	17183	I-E	Array_1_15690-17183_F_I-E	3	1,0,Complete	TypeI-E
1005704.3	Array_1_55234-54744_R	AFNM01000020	NA	AFNM01000020_1	55234	54744	NA	Array_1_55234-54744_R_NA			
1005704.3	Array_1_4145-5236_F	AFNM01000049	NA	AFNM01000049_1	4145	5236	II-A/C	Array_1_4145-5170_F_II-A/C	3	1,1,Partial	TypeII-A,TypeII-C
1005996.3	Array_1_33201-33589_F	JMPP01000034	I-F	JMPP01000034_1	33201	33589	I-F	Array_1_33201-33589_F_I-F			
1005996.3	Array_1_55-2122_F	JMPP01000035	I-F	JMPP01000035_1	55	2122	I-F	Array_1_55-1462_F_I-F	3	1,0,Partial	TypeI-F
1005996.3	Array_2_11823-12872_F	JMPP01000035	I-F	JMPP01000035_2	11823	12872	I-F	Array_3_11823-12812_F_I-F	3	1,0,Partial	TypeI-F
1007096.3	Array_1_36736-34822_R	BAGW01000020	NA	BAGW01000020_1	36736	34822	I-C	Array_1_36331-34822_R_I-C			
1009370.3	Array_1_109917-105540_R	NZ_AFGF01000049	NA	NZ_AFGF01000049_1	109917	105540	I-C	Array_1_107018-105605_R_I-C	0	-1,0,Single	TypeIII-C
1009370.3	Array_2_121958-119021_R	NZ_AFGF01000049	NA	NZ_AFGF01000049_2	121958	119021	I-C	Array_4_120498-119021_R_I-C	0	-1,0,Single	TypeIII-C
1018.3	Array_1_351-1_R	JVFB01000045	NA	JVFB01000045_1	351	1	II-C	Array_1_351-1_R_II-C			
1018.3	Array_1_2267-18_R	JVFB01000048	NA	JVFB01000048_1	2267	18	II-C	Array_1_18-1507_F_II-C			
102127.3	Array_1_5070-2373_R	ANFQ01000108	NA	ANFQ01000108_1	5070	2373	NA	Array_1_2446-3850_F_NA			
102127.3	Array_1_14507-33279_F	ANFQ01000180	NA	ANFQ01000180_1	14507	33279	NA	Array_1_14507-16002_F_NA	2	0,0,Partial	TypeI-D
102127.3	Array_1_152-3864_F	ANFQ01000181	NA	ANFQ01000181_1	152	3864	NA	Array_1_152-1134_F_NA			
102127.3	Array_1_215-691_F	ANFQ01000182	NA	ANFQ01000182_1	215	691	NA	Array_1_215-545_F_NA			
102127.3	Array_1_2806-329_R	ANFQ01000183	NA	ANFQ01000183_1	2806	329	NA	Array_1_1774-329_R_NA			
102127.3	Array_1_1531-117_R	ANFQ01000184	NA	ANFQ01000184_1	1531	117	NA	Array_1_1460-117_R_NA			
102127.3	Array_1_1384-384_R	ANFQ01000185	NA	ANFQ01000185_1	1384	384	NA	Array_1_1310-475_R_NA			
102127.3	Array_1_1624-261_R	ANFQ01000199	NA	ANFQ01000199_1	1624	261	NA	Array_1_1552-261_R_NA			
102127.3	Array_1_3596-877_R	ANFQ01000200	NA	ANFQ01000200_1	3596	877	NA	Array_1_2372-877_R_NA			
102127.3	Array_1_2150-57_R	ANFQ01000201	NA	ANFQ01000201_1	2150	57	NA	Array_1_1560-136_R_NA			
102127.3	Array_1_235-1109_F	ANFQ01000207	NA	ANFQ01000207_1	235	1109	NA	Array_1_474-1109_F_NA			
102127.3	Array_1_729-1495_F	ANFQ01000208	NA	ANFQ01000208_1	729	1495	NA	Array_1_729-1495_F_NA			
102127.3	Array_1_9676-8229_R	ANFQ01000238	NA	ANFQ01000238_1	9676	8229	NA	Array_1_9676-8306_R_NA			
102127.3	Array_1_3104-1324_R	ANFQ01000031	NA	ANFQ01000031_1	3104	1324	NA	Array_1_2740-1324_R_NA			
102127.3	Array_1_19803-23618_F	ANFQ01000057	NA	ANFQ01000057_1	19803	23618	NA	Array_1_19803-20864_F_NA	2	-1,0,Single	TypeIII-C
102127.3	Array_1_7180-11432_F	ANFQ01000098	NA	ANFQ01000098_1	7180	11432	NA	Array_1_7180-8676_F_NA			
102129.3	Array_3_2473926-2474482_F	ALVN01000001	NA	ALVN01000001_3	2473926	2474482	NA	Array_1_2473926-2474336_F_NA			
102129.3	Array_4_2486549-2487958_F	ALVN01000001	NA	ALVN01000001_4	2486549	2487958	NA	Array_2_2486549-2487958_F_NA			
102129.3	Array_5_3121190-3123178_F	ALVN01000001	NA	ALVN01000001_5	3121190	3123178	NA	Array_3_3121190-3122672_F_NA			
102129.3	Array_6_3627989-3629979_F	ALVN01000001	NA	ALVN01000001_6	3627989	3629979	NA	Array_5_3627989-3629473_F_NA	2	1,0,Partial	TypeI-D
102129.3	Array_7_3929954-3930943_F	ALVN01000001	NA	ALVN01000001_7	3929954	3930943	NA	Array_7_3930306-3930703_F_NA			
102129.3	Array_8_4435489-4437114_F	ALVN01000001	NA	ALVN01000001_8	4435489	4437114	NA	Array_8_4435489-4436971_F_NA			
102129.3	Array_9_4815017-4818618_F	ALVN01000001	NA	ALVN01000001_9	4815017	4818618	NA	Array_9_4815017-4816509_F_NA			
102129.3	Array_1_419472-419141_R	ALVN01000014	NA	ALVN01000014_1	419472	419141	NA	Array_1_419472-419141_R_NA			
1027273.5	Array_1_248169-246126_R	JOKG01000003	NA	JOKG01000003_1	248169	246126	NA	Array_1_247620-246188_R_NA	2	-1,0,Single	
1028804.3	Array_1_58076-59042_F	AFQP01000015	NA	AFQP01000015_1	58076	59042	I-C	Array_1_58076-59042_F_I-C	3	1,0,Partial	TypeI-C
1028804.3	Array_1_16-412_F	AFQP01000019	NA	AFQP01000019_1	16	412	NA	Array_1_16-341_F_NA			
1028804.3	Array_2_5007-5907_F	AFQP01000019	NA	AFQP01000019_2	5007	5907	NA	Array_2_5007-5834_F_NA			
1028804.3	Array_1_26-1387_F	AFQP01000021	NA	AFQP01000021_1	26	1387	I-C	Array_1_26-992_F_I-C			
1028804.3	Array_1_529-61_R	AFQP01000010	NA	AFQP01000010_1	529	61	NA	Array_1_529-61_R_NA	1	0,0,Partial	TypeIII-A
1028806.3	Array_1_83560-83926_F	AFQR01000033	NA	AFQR01000033_1	83560	83926	I-C	Array_1_83926-83694_R_I-C	3	1,0,Partial	TypeI-C
102897.3	Array_1_26033-24943_R	NZ_ADGX01000111	NA	NZ_ADGX01000111_1	26033	24943	NA	Array_1_26033-24943_R_NA			
102897.3	Array_2_10075-12073_F	NZ_ADGX01000120	NA	NZ_ADGX01000120_2	10075	12073	NA	Array_1_11421-10075_R_NA			
102897.3	Array_1_9844-10783_F	NZ_ADGX01000206	NA	NZ_ADGX01000206_1	9844	10783	I-E	Array_1_10057-9844_R_I-E			
102897.3	Array_1_2394-3820_F	NZ_ADGX01000295	NA	NZ_ADGX01000295_1	2394	3820	NA	Array_1_3755-2394_R_NA			
102897.3	Array_1_2948-1258_R	NZ_ADGX01000311	NA	NZ_ADGX01000311_1	2948	1258	NA	Array_1_2747-1325_R_NA			
102897.3	Array_1_1158-885_R	NZ_ADGX01000369	NA	NZ_ADGX01000369_1	1158	885	I-E	Array_1_1158-946_R_I-E			
102897.3	Array_1_59140-58643_R	NZ_ADGX01000049	NA	NZ_ADGX01000049_1	59140	58643	I-E	Array_1_58702-59141_F_I-E			
102897.3	Array_1_11285-10526_R	NZ_ADGX01000079	NA	NZ_ADGX01000079_1	11285	10526	I-E	Array_1_11285-10586_R_I-E			
102897.3	Array_2_28414-26917_R	NZ_ADGX01000079	NA	NZ_ADGX01000079_2	28414	26917	I-E	Array_2_27069-26917_R_I-E			
102897.3	Array_3_38028-39766_F	NZ_ADGX01000079	NA	NZ_ADGX01000079_3	38028	39766	I-E	Array_4_38028-39521_F_I-E			
1029822.3	Array_1_1288057-1287439_R	AFMN01000001	NA	AFMN01000001_1	1288057	1287439	NA	Array_1_1287984-1287439_R_NA			
1029982.3	Array_1_15163-14950_R	AOXS01000168	I-E	AOXS01000168_1	15163	14950	I-E	Array_1_15163-15012_R_I-E	3	1,0,Complete	TypeI-E
1029982.3	Array_2_31773-31318_R	AOXS01000168	I-E	AOXS01000168_2	31773	31318	I-E	Array_2_31773-31378_R_I-E	3	1,0,Complete	TypeI-E
1029984.3	Array_1_94518-95767_F	ALHY01000002	I-E	ALHY01000002_1	94518	95767	I-E	Array_1_94518-95767_F_I-E			
1029984.3	Array_1_8583-8126_R	ALHY01000049	I-E	ALHY01000049_1	8583	8126	I-E	Array_1_8583-8188_R_I-E			
1029984.3	Array_1_47-686_F	ALHY01000054	I-E	ALHY01000054_1	47	686	I-E	Array_1_47-565_F_I-E			
1029984.3	Array_1_1642-2341_F	ALHY01000099	I-E	ALHY01000099_1	1642	2341	I-E	Array_1_1642-2281_F_I-E			
1029985.3	Array_1_4396-3757_R	ALHZ01000163	I-E	ALHZ01000163_1	4396	3757	I-E	Array_1_4213-3817_R_I-E			
1029985.3	Array_1_253-41_R	ALHZ01000030	I-E	ALHZ01000030_1	253	41	I-E	Array_1_253-102_R_I-E			
1029985.3	Array_1_1781-1202_R	ALHZ01000501	I-E	ALHZ01000501_1	1781	1202	I-E	Array_1_1781-1264_R_I-E	3	1,0,Partial	TypeI-E
1030009.3	Array_1_541639-542057_F	CP002816	NA	CP002816_1	541639	542057	II-A	Array_1_541639-541992_F_II-A	0	1,0,Complete	TypeI-B
1030009.3	Array_2_557670-559453_F	CP002816	NA	CP002816_2	557670	559453	II-A	Array_2_557670-559126_F_II-A	0	1,0,Complete	TypeI-B
1030841.3	Array_1_33023-34909_U	AGAZ01000013	NA	AGAZ01000013_1	33023	34909	II-C	Array_1_33023-34513_F_II-C	0	-1,0,Single	TypeII-A
1030843.3	Array_1_259611-259954_F	NC_015571	NA	NC_015571_1	259611	259954	NA	Array_1_259611-259954_F_NA	1	1,0,Complete	TypeIII-B
1030843.3	Array_2_293621-294704_F	NC_015571	NA	NC_015571_2	293621	294704	NA	Array_2_293687-294704_F_NA	1	1,0,Complete	TypeI-B
1030843.3	Array_3_296084-300395_F	NC_015571	NA	NC_015571_3	296084	300395	NA	Array_3_296282-297765_F_NA	1	1,0,Complete	TypeI-B
1030843.3	Array_4_605415-604390_R	NC_015571	NA	NC_015571_4	605415	604390	NA	Array_6_605342-604390_R_NA			
1031742.3	Array_1_354729-356681_U	CP020867	NA	CP020867_1	354729	356681	NA	Array_1_354729-356219_U_NA	1	-1,0,Single	TypeII-A
1032240.3	Array_1_1211914-1213796_F	LLKQ01000001	NA	LLKQ01000001_1	1211914	1213796	NA	Array_1_1211914-1213398_F_NA			
1032240.3	Array_2_1242675-1245075_F	LLKQ01000001	NA	LLKQ01000001_2	1242675	1245075	NA	Array_3_1243120-1244630_F_NA			
1032488.3	Array_1_12281-12920_F	AGAY01000001	NA	AGAY01000001_1	12281	12920	NA	Array_1_12281-12785_F_NA	1	1,0,Partial&-1,0,Single	TypeI-C&TypeI-A
1032488.3	Array_1_11911-11149_R	AGAY01000033	NA	AGAY01000033_1	11911	11149	I-C	Array_1_11911-11149_R_I-C			
1032488.3	Array_1_52440-50749_R	AGAY01000059	NA	AGAY01000059_1	52440	50749	I-C	Array_1_52440-52077_R_I-C			
1032505.3	Array_1_97918-102472_F	JANA01000075	NA	JANA01000075_1	97918	102472	NA	Array_1_99490-98002_R_NA	1	1,0,Complete	TypeI-B
1032506.3	Array_1_570-62_R	ALJQ01000021	NA	ALJQ01000021_1	570	62	II-C	Array_1_62-572_F_II-C			
1032506.3	Array_1_127612-126492_R	ALJQ01000026	NA	ALJQ01000026_1	127612	126492	II-C	Array_1_126492-127614_F_II-C			
1032506.3	Array_1_67334-68226_F	ALJQ01000043	NA	ALJQ01000043_1	67334	68226	NA	Array_1_67334-68226_F_NA	2	-1,0,Single	TypeVI-B
1032869.4	Array_1_32-842_F	AFRS01000200	I-F	AFRS01000200_1	32	842	I-F	Array_1_32-842_F_I-F			
1032869.4	Array_1_1-207_F	AFRS01000274	NA	AFRS01000274_1	1	207	I-F	Array_1_206-1_R_I-F			
1033737.3	Array_1_428-1_R	CAEV01000144	NA	CAEV01000144_1	428	1	NA	Array_1_428-1_R_NA			
1033737.3	Array_1_1429-476_R	CAEV01000066	NA	CAEV01000066_1	1429	476	NA	Array_1_542-1429_F_NA			
1033737.3	Array_1_120483-121952_F	CAEV01000092	NA	CAEV01000092_1	120483	121952	NA	Array_1_120552-121952_F_NA	1	0,0,Partial	TypeIII-B
1033737.3	Array_2_125482-126955_F	CAEV01000092	NA	CAEV01000092_2	125482	126955	NA	Array_2_125549-126955_F_NA	1	0,0,Partial	TypeIII-B
1033737.3	Array_3_137548-138171_F	CAEV01000092	NA	CAEV01000092_3	137548	138171	NA	Array_3_137614-138171_F_NA	1	0,0,Partial	TypeIII-B
1033737.3	Array_1_38-1382_F	CAEV01000093	NA	CAEV01000093_1	38	1382	NA	Array_1_38-1382_F_NA			
1033737.3	Array_1_38-530_F	CAEV01000094	NA	CAEV01000094_1	38	530	NA	Array_1_38-530_F_NA	2	-1,0,Single	TypeIII-C
1033802.3	Array_1_1-517_F	NZ_AFNV01000101	NA	NZ_AFNV01000101_1	1	517	I-E	Array_1_61-517_F_I-E			
1033802.3	Array_1_57-391_F	NZ_AFNV01000106	NA	NZ_AFNV01000106_1	57	391	I-E	Array_1_57-391_F_I-E			
1033802.3	Array_1_22-173_F	NZ_AFNV01000110	I-E	NZ_AFNV01000110_1	22	173	I-E	Array_1_22-173_F_I-E			
1033802.3	Array_1_3-215_F	NZ_AFNV01000118	NA	NZ_AFNV01000118_1	3	215	I-E	Array_1_3-215_F_I-E			
1033802.3	Array_1_182-31_R	NZ_AFNV01000120	NA	NZ_AFNV01000120_1	182	31	I-E	Array_1_182-31_R_I-E			
1033802.3	Array_1_10017-10841_F	NZ_AFNV01000033	NA	NZ_AFNV01000033_1	10017	10841	I-E	Array_1_10017-10779_F_I-E			
1033802.3	Array_1_10731-11065_F	NZ_AFNV01000040	NA	NZ_AFNV01000040_1	10731	11065	I-E	Array_1_10731-11065_F_I-E	3	1,1,Partial	TypeI-E
1033802.3	Array_1_429-56_R	NZ_AFNV01000065	NA	NZ_AFNV01000065_1	429	56	NA	Array_1_429-56_R_NA	1	0,0,Partial	TypeI-C
1033802.3	Array_1_596-18_R	NZ_AFNV01000098	NA	NZ_AFNV01000098_1	596	18	I-E	Array_1_596-18_R_I-E			
1034347.3	Array_1_43222-30896_R	CAHJ01000022	NA	CAHJ01000022_1	43222	30896	I-C	Array_1_31460-30896_R_I-C	3	1,1,Partial	TypeI-C
1034347.3	Array_1_26238-24024_R	CAHJ01000046	NA	CAHJ01000046_1	26238	24024	I-C	Array_1_25512-24090_R_I-C			
1035190.4	Array_1_332132-334866_F	AFUU01000003	NA	AFUU01000003_1	332132	334866	II-A/C	Array_1_333615-332132_R_II-A/C	3	1,1,Complete	TypeII-A,TypeII-C
1035190.4	Array_1_124404-124892_F	AFUU01000004	NA	AFUU01000004_1	124404	124892	NA	Array_1_124404-124892_F_NA			
1035377.4	Array_1_2867154-2866823_R	CP002956	I-F	CP002956_1	2867154	2866823	I-F	Array_1_2867154-2866883_R_I-F			
1035377.4	Array_2_2992631-2993140_F	CP002956	I-F	CP002956_2	2992631	2993140	I-F	Array_2_2992631-2993080_F_I-F	3	1,0,Complete	TypeI-F
1035377.4	Array_3_3885417-3885209_R	CP002956	I-F	CP002956_3	3885417	3885209	I-F	Array_3_3885417-3885269_R_I-F			
1035377.9	Array_1_546253-545744_R	CP009840	I-F	CP009840_1	546253	545744	I-F	Array_1_546253-545804_R_I-F	3	1,0,Complete	TypeI-F
1035377.9	Array_2_671729-672060_F	CP009840	I-F	CP009840_2	671729	672060	I-F	Array_2_671729-672000_F_I-F			
1035377.9	Array_3_4211830-4212037_F	CP009840	I-F	CP009840_3	4211830	4212037	I-F	Array_3_4211830-4211978_F_I-F			
103733.3	Array_1_63126-63634_F	JNYO01000013	NA	JNYO01000013_1	63126	63634	I-E	Array_1_63249-63635_F_I-E			
103733.3	Array_2_71946-72341_F	JNYO01000013	NA	JNYO01000013_2	71946	72341	I-E	Array_2_71946-72097_F_I-E			
103733.3	Array_1_8398-7562_R	JNYO01000061	NA	JNYO01000061_1	8398	7562	I-C	Array_1_8398-8069_R_I-C			
1037890.3	Array_1_497784-496712_R	AFQK01000019	NA	AFQK01000019_1	497784	496712	I-E	Array_1_497784-496903_R_I-E	3	1,0,Complete	TypeI-E
1037890.3	Array_2_506930-506535_R	AFQK01000019	NA	AFQK01000019_2	506930	506535	I-E	Array_2_506930-506597_R_I-E	3	1,0,Complete	TypeI-E
1038858.3	Array_1_123462-123883_F	AXBA01000009	NA	AXBA01000009_1	123462	123883	I-C	Array_1_123462-123689_F_I-C			
1038929.3	Array_1_95630-96518_F	AFRP01002309	NA	AFRP01002309_1	95630	96518	I-E	Array_1_96457-95696_R_I-E	3	1,0,Partial	TypeI-E
1038929.3	Array_2_99885-97231_R	AFRP01002309	NA	AFRP01002309_2	99885	97231	I-E	Array_2_98725-97292_R_I-E	3	1,0,Partial	TypeI-E
1038929.3	Array_3_109622-111786_F	AFRP01002309	NA	AFRP01002309_3	109622	111786	I-E	Array_4_109622-111112_F_I-E	3	1,0,Partial	TypeI-E
104102.10	Array_1_4147-2918_R	BBMU01000178	NA	BBMU01000178_1	4147	2918	I-C	Array_1_4147-2984_R_I-C			
104102.10	Array_1_19481-18455_R	BBMU01000180	NA	BBMU01000180_1	19481	18455	I-C	Array_1_19412-18455_R_I-C			
104102.10	Array_1_1939-109_R	BBMU01000264	NA	BBMU01000264_1	1939	109	I-C	Array_1_1609-109_R_I-C			
104102.11	Array_1_19517-18491_R	LHZQ01000173	NA	LHZQ01000173_1	19517	18491	I-C	Array_1_19448-18491_R_I-C			
104102.11	Array_1_59190-61020_F	LHZQ01000208	NA	LHZQ01000208_1	59190	61020	I-C	Array_1_59190-60684_F_I-C			
104102.11	Array_1_26121-24892_R	LHZQ01000209	NA	LHZQ01000209_1	26121	24892	I-C	Array_1_26121-24958_R_I-C	3	0,0,Partial	TypeI-C
1041826.3	Array_1_394480-391561_R	NC_016510	NA	NC_016510_1	394480	391561	II-C	Array_1_391633-393033_F_II-C	0	-1,0,Single&-1,0,Single	&TypeII-A
1041826.3	Array_2_1680008-1680573_F	NC_016510	NA	NC_016510_2	1680008	1680573	NA	Array_3_1680008-1680506_F_NA	2	-1,0,Single	TypeVI-B
1042399.3	Array_1_71936-67028_R	AGFO01000018	NA	AGFO01000018_1	71936	67028	I-E	Array_1_67028-68521_F_I-E	3	1,0,Complete	TypeI-E
1042803.5	Array_1_419122-418852_R	AFPS01000084	I-E	AFPS01000084_1	419122	418852	I-E	Array_1_419064-418913_R_I-E	3	1,0,Complete	TypeI-E
1042803.5	Array_1_734-34_R	AFPS01000085	I-E	AFPS01000085_1	734	34	I-E	Array_1_673-34_R_I-E			
1048205.4	Array_1_376100-374670_R	LFBV01000001	NA	LFBV01000001_1	376100	374670	NA	Array_1_376100-374792_R_NA	1	1,0,Partial	TypeI-E
1048205.4	Array_3_773901-773446_R	LFBV01000001	NA	LFBV01000001_3	773901	773446	I-E	Array_2_773901-773505_R_I-E			
1048205.4	Array_4_777427-776606_R	LFBV01000001	NA	LFBV01000001_4	777427	776606	I-E	Array_3_777427-776665_R_I-E			
1048205.4	Array_1_324975-325552_F	LFBV01000010	NA	LFBV01000010_1	324975	325552	I-E	Array_1_324975-325309_F_I-E			
1048205.4	Array_2_326385-327857_F	LFBV01000010	NA	LFBV01000010_2	326385	327857	I-E	Array_2_326447-327634_F_I-E			
1048205.4	Array_3_330080-330657_F	LFBV01000010	NA	LFBV01000010_3	330080	330657	I-E	Array_3_330141-330476_F_I-E			
1048205.4	Array_4_332588-333594_F	LFBV01000010	NA	LFBV01000010_4	332588	333594	I-E	Array_4_332588-333411_F_I-E			
1048205.4	Array_6_580927-581993_F	LFBV01000010	NA	LFBV01000010_6	580927	581993	I-E	Array_5_580927-581810_F_I-E			
1048205.4	Array_7_585742-586197_F	LFBV01000010	NA	LFBV01000010_7	585742	586197	I-C	Array_6_585742-586075_F_I-C			
1048205.4	Array_8_590941-591702_F	LFBV01000010	NA	LFBV01000010_8	590941	591702	I-E	Array_7_590941-591581_F_I-E			
1049564.3	Array_1_63152-62857_R	AFZB01000022	NA	AFZB01000022_1	63152	62857	I-C	Array_1_63088-62925_R_I-C			
1049564.3	Array_1_40908-40206_R	AFZB01000030	I-E	AFZB01000030_1	40908	40206	I-E	Array_1_40908-40329_R_I-E			
1049564.3	Array_1_266-36_R	AFZB01000038	NA	AFZB01000038_1	266	36	I-C	Array_1_266-36_R_I-C			
